"深入解析Windows操作系统","（美）罗斯（Russinovich,M.E.）","941","8.9","http://book.douban.com/subject/2031396/"
"道德经","老子","224","9.5","http://book.douban.com/subject/1009789/"
"天龙八部（全五册）","金庸","1573","9.0","http://book.douban.com/subject/1255625/"
"编程之美","《编程之美》小组 编","327","8.4","http://book.douban.com/subject/3004255/"
"Windows取证分析","HarlanCarvey","219","","http://book.douban.com/subject/3518839/"
"黑客之道","Jon Erickson","200","7.4","http://book.douban.com/subject/1279655/"
"入侵的艺术","Kevin D.Mitnick","290","7.7","http://book.douban.com/subject/1962588/"
"ROOTKITS","霍格兰德","298","8.3","http://book.douban.com/subject/2062857/"
"加密与解密","段钢","543","8.5","http://book.douban.com/subject/3091212/"
"IDA Pro权威指南","Chris Eagle","79","8.1","http://book.douban.com/subject/4311436/"
"TCP/IP详解 卷1：协议","W.Richard Stevens","423","9.2","http://book.douban.com/subject/1088054/"
"三体Ⅱ","刘慈欣","470","9.3","http://book.douban.com/subject/3066477/"
"三体Ⅲ","刘慈欣","513","9.3","http://book.douban.com/subject/5363767/"
"三体","刘慈欣","302","8.9","http://book.douban.com/subject/2567698/"
