"Visual Studio技术大全","Lars Powers","816","","http://book.douban.com/subject/3993610/"
"Android开发精要","范怀宇","335","8.4","http://book.douban.com/subject/11530748/"
"研究之美","[美] Donald E. Knuth","189","8.4","http://book.douban.com/subject/7064456/"
"遇见未知的自己","张德芬","249","8.1","http://book.douban.com/subject/2340100/"
"把时间当作朋友","李笑来","248","8.6","http://book.douban.com/subject/3609132/"
"轻公司","李黎","320","7.7","http://book.douban.com/subject/3793884/"
"众包","杰夫·豪","239","7.4","http://book.douban.com/subject/3717165/"
"维基经济学","[加] 唐·泰普斯科特","296","7.2","http://book.douban.com/subject/2265341/"
"世界是平的","[美] 托马斯·弗里德曼","429","7.7","http://book.douban.com/subject/1867642/"
"万历十五年","[美] 黄仁宇","320","8.9","http://book.douban.com/subject/1041482/"
"中国历代政治得失","钱穆","180","9.4","http://book.douban.com/subject/10434849/"
"为什么常识会撒谎","史蒂文·兰兹伯格","241","7.3","http://book.douban.com/subject/4931694/"
"社会性动物","Elliot Aronson","379","9.1","http://book.douban.com/subject/2328458/"
"别做正常的傻瓜","奚恺元","238","8.2","http://book.douban.com/subject/1874488/"
"决策与判断","斯科特·普劳斯","259","8.6","http://book.douban.com/subject/1193621/"
"敏捷迭代开发","[美]CraigLarman","297","7.6","http://book.douban.com/subject/1194596/"
"敏捷估计与规划","[美] Mike Cohn","288","8.5","http://book.douban.com/subject/2188111/"
"UML基础、案例与应用","施穆勒","328","7.7","http://book.douban.com/subject/1231142/"
"人件","Tom DeMarco","354","8.3","http://book.douban.com/subject/1108725/"
"罗伯特议事规则","[美] 亨利·罗伯特(Henry M. Robert)","582","8.8","http://book.douban.com/subject/3053894/"
"跨越鸿沟","[美] 杰弗里·摩尔(Geoffrey A. Moore)","251","8.4","http://book.douban.com/subject/3320425/"
"可用性工程","尼尔森","227","8.0","http://book.douban.com/subject/1185932/"
"妙手回春","(美)Steve Krug","158","7.6","http://book.douban.com/subject/4926083/"
"GUI设计禁忌","约翰逊","434","7.3","http://book.douban.com/subject/1268619/"
"交互设计之路","库帕","230","8.0","http://book.douban.com/subject/1493316/"
"情感化设计","[美] Donald A.Norman；","206","8.0","http://book.douban.com/subject/1314262/"
"胜于言传","[英] 瑞蒂希 (Redish.J.)","250","8.1","http://book.douban.com/subject/3742366/"
"一目了然","ROBERT HOEKMAN","187","7.7","http://book.douban.com/subject/2298856/"
